icao,stand,lat,lon,type
KOAK,20,37.71166667,-122.21166667,STAND
KOAK,21,37.71166667,-122.21333333,STAND
KOAK,22,37.71166667,-122.21333333,STAND
KOAK,23,37.71166667,-122.21333333,STAND
KOAK,24,37.71166667,-122.21333333,STAND
KOAK,25,37.71000000,-122.21166667,STAND
KOAK,26,37.71166667,-122.21166667,STAND
KOAK,27,37.71000000,-122.21166667,STAND
KOAK,3,37.71166667,-122.21500000,STAND
KOAK,4,37.71166667,-122.21500000,STAND
KOAK,5,37.71166667,-122.21500000,STAND
KOAK,5C,37.71166667,-122.21666667,STAND
KOAK,6,37.71166667,-122.21500000,STAND
KOAK,7,37.71166667,-122.21666667,STAND
KOAK,7A,37.71166667,-122.21666667,STAND
KOAK,8,37.71166667,-122.21500000,STAND
KOAK,9,37.71166667,-122.21666667,STAND
KOKC,1,35.39500000,-97.60000000,STAND
KOKC,10,35.39500000,-97.59833333,STAND
KOKC,11,35.39500000,-97.59833333,STAND
KOKC,12,35.39500000,-97.59833333,STAND
KOKC,14,35.39500000,-97.59666667,STAND
KOKC,16,35.39500000,-97.59666667,STAND
KOKC,18,35.39500000,-97.59666667,STAND
KOKC,2,35.39500000,-97.60000000,STAND
KOKC,20,35.39500000,-97.59500000,STAND
KOKC,22,35.39500000,-97.59500000,STAND
KOKC,24,35.39500000,-97.59500000,STAND
KOKC,3,35.39500000,-97.60000000,STAND
KOKC,4,35.39500000,-97.60000000,STAND
KOKC,5,35.39500000,-97.59833333,STAND
KOKC,6,35.39500000,-97.59833333,STAND
KOKC,8,35.39500000,-97.59833333,STAND
KOKC,9,35.39500000,-97.59833333,STAND
KOKC,C1,35.39500000,-97.59500000,STAND
KOKC,C2,35.39500000,-97.59500000,STAND
KOKC,C3,35.39333333,-97.59500000,STAND
KOKC,C4,35.39500000,-97.59500000,STAND
KOKC,C6,35.39333333,-97.59500000,STAND
KOKC,C7,35.39333333,-97.59500000,STAND
KOKC,C8,35.39333333,-97.59500000,STAND
KOKC,C9,35.39333333,-97.59500000,STAND
KOMA,1,41.29833333,-95.89833333,STAND
KOMA,10,41.29833333,-95.89833333,STAND
KOMA,11,41.30166667,-95.89833333,STAND
KOMA,12,41.30166667,-95.89833333,STAND
KOMA,13,41.30166667,-95.89833333,STAND
KOMA,14,41.30166667,-95.89833333,STAND
KOMA,15,41.30166667,-95.89833333,STAND
KOMA,16,41.30166667,-95.89833333,STAND
KOMA,17,41.30166667,-95.89833333,STAND
KOMA,18,41.30000000,-95.89833333,STAND
KOMA,19,41.30000000,-95.89833333,STAND
KOMA,2,41.29833333,-95.89833333,STAND
KOMA,20,41.30000000,-95.89833333,STAND
KOMA,21,41.30000000,-95.89833333,STAND
KOMA,3,41.29833333,-95.89833333,STAND
KOMA,4,41.29833333,-95.89833333,STAND
KOMA,5,41.29666667,-95.89833333,STAND
KOMA,6,41.29666667,-95.89833333,STAND
KOMA,7,41.29666667,-95.89833333,STAND
KOMA,8,41.29833333,-95.89833333,STAND
KOMA,9,41.29833333,-95.89833333,STAND
KONT,1,34.06166667,-117.60666667,STAND
KONT,2,34.06000000,-117.60666667,STAND
KONT,20,34.06166667,-117.60666667,STAND
KONT,201,34.06000000,-117.60000000,STAND
KONT,202,34.06000000,-117.60000000,STAND
KONT,203,34.06000000,-117.59833333,STAND
KONT,204,34.06000000,-117.59833333,STAND
KONT,205,34.06000000,-117.59833333,STAND
KONT,206,34.06000000,-117.59833333,STAND
KONT,207,34.06000000,-117.59666667,STAND
KONT,208,34.06000000,-117.59666667,STAND
KONT,209,34.06000000,-117.59666667,STAND
KONT,21,34.06166667,-117.60666667,STAND
KONT,210,34.06000000,-117.59500000,STAND
KONT,211,34.06000000,-117.59500000,STAND
KONT,212,34.06000000,-117.59500000,STAND
KONT,3,34.06000000,-117.60666667,STAND
KONT,301,34.06000000,-117.59333333,STAND
KONT,302,34.06000000,-117.59333333,STAND
KONT,303,34.06000000,-117.59333333,STAND
KONT,304,34.06000000,-117.59333333,STAND
KONT,305,34.06000000,-117.59166667,STAND
KONT,306,34.06000000,-117.59166667,STAND
KONT,307,34.06000000,-117.59166667,STAND
KONT,308,34.06000000,-117.59166667,STAND
KONT,309,34.06000000,-117.59166667,STAND
KONT,31,34.06000000,-117.60500000,STAND
KONT,32,34.06000000,-117.60500000,STAND
KONT,33,34.06000000,-117.60500000,STAND
KONT,34,34.06000000,-117.60500000,STAND
KONT,35,34.06000000,-117.60666667,STAND
KONT,36,34.06000000,-117.60500000,STAND
KONT,37,34.06000000,-117.60500000,STAND
KONT,38,34.06000000,-117.60500000,STAND
KONT,39,34.06000000,-117.60500000,STAND
KONT,4,34.06000000,-117.60666667,STAND
KONT,401,34.06000000,-117.59000000,STAND
KONT,402,34.06000000,-117.59000000,STAND
KONT,403,34.06000000,-117.59000000,STAND
KONT,404,34.06000000,-117.58833333,STAND
KONT,405,34.06000000,-117.58833333,STAND
KONT,406,34.06000000,-117.58833333,STAND
KONT,407,34.06000000,-117.58666667,STAND
KONT,408,34.06000000,-117.58666667,STAND
KONT,409,34.06000000,-117.58666667,STAND
KONT,41,34.05833333,-117.60666667,STAND
KONT,410,34.06000000,-117.58666667,STAND
KONT,411,34.06000000,-117.58500000,STAND
KONT,412,34.06000000,-117.58500000,STAND
KONT,413,34.06000000,-117.58500000,STAND
KONT,414,34.06000000,-117.58500000,STAND
KONT,5,34.06000000,-117.60833333,STAND
KONT,501,34.05833333,-117.60500000,STAND
KONT,502,34.06000000,-117.60500000,STAND
KONT,503,34.05833333,-117.60500000,STAND
KONT,504,34.06000000,-117.60500000,STAND
KONT,505,34.06000000,-117.60500000,STAND
KONT,6,34.06000000,-117.60833333,STAND
KONT,7,34.06000000,-117.60833333,STAND
KONT,8,34.05833333,-117.60833333,STAND
KORD,B,41.97669444,-87.90839722,STAND
KORD,C,41.97669444,-87.90839722,STAND
KORD,E1,41.97833333,-87.90500000,STAND
KORD,F,41.97502778,-87.90673056,STAND
KORD,F11,41.97336111,-87.90506389,STAND
KORD,F7,41.97336111,-87.90506389,STAND
KORD,G,41.97500000,-87.90166667,STAND
KORD,H10A,41.97336111,-87.90006389,STAND
KORD,H11B,41.97336111,-87.90006389,STAND
KORD,H6,41.97336111,-87.90006389,STAND
KORD,H8A,41.97336111,-87.90006389,STAND
KORD,L1,41.97669444,-87.90006389,STAND
KORD,L10,41.97669444,-87.89673056,STAND
KORD,L2,41.97669444,-87.89839722,STAND
KORD,L3,41.97669444,-87.89839722,STAND
KORD,L4,41.97669444,-87.89839722,STAND
KORD,L5,41.97669444,-87.89839722,STAND
KORD,L6,41.97669444,-87.89839722,STAND
KORD,L7,41.97669444,-87.89673056,STAND
KORD,L8,41.97669444,-87.89673056,STAND
KORD,L9,41.97669444,-87.89673056,STAND
KORD,M1,41.97791667,-87.89319444,STAND
KORD,M10,41.97361111,-87.89138889,STAND
KORD,M11,41.97375000,-87.89083333,STAND
KORD,M12,41.97375000,-87.88986111,STAND
KORD,M13,41.97375000,-87.88902778,STAND
KORD,M13A,41.97361111,-87.88916667,STAND
KORD,M14,41.97375000,-87.88847222,STAND
KORD,M15,41.97375000,-87.88805556,STAND
KORD,M15A,41.97388889,-87.88777778,STAND
KORD,M16,41.97375000,-87.88722222,STAND
KORD,M16A,41.97361111,-87.88708333,STAND
KORD,M17,41.97375000,-87.88638889,STAND
KORD,M18,41.97361111,-87.88569444,STAND
KORD,M19,41.97375000,-87.88500000,STAND
KORD,M2,41.97763889,-87.89305556,STAND
KORD,M20,41.97294444,-87.88472222,STAND
KORD,M21,41.97402778,-87.88486111,STAND
KORD,M22,41.97277778,-87.88250000,STAND
KORD,M23,41.97333333,-87.88250000,STAND
KORD,M24,41.97388889,-87.88250000,STAND
KORD,M3,41.97708333,-87.89277778,STAND
KORD,M3A,41.97708333,-87.89277778,STAND
KORD,M4,41.97652778,-87.89027778,STAND
KORD,M4A,41.97666667,-87.89166667,STAND
KORD,M5,41.97597222,-87.88611111,STAND
KORD,M5A,41.97625000,-87.88888889,STAND
KORD,M6,41.97569444,-87.88611111,STAND
KORD,M7,41.97500000,-87.88611111,STAND
KORD,M8,41.97430556,-87.88611111,STAND
KORD,M9,41.97388889,-87.88611111,STAND
KORD,PAX,41.98169444,-87.90673056,STAND
KORF,1,36.90000000,-76.20333333,STAND
KORF,16,36.89666667,-76.20333333,STAND
KORF,17,36.89666667,-76.20333333,STAND
KORF,18,36.89666667,-76.20333333,STAND
KORF,19,36.89666667,-76.20333333,STAND
KORF,2,36.89833333,-76.20333333,STAND
KORF,20,36.89666667,-76.20333333,STAND
KORF,21,36.89666667,-76.20333333,STAND
KORF,22,36.89666667,-76.20333333,STAND
KORF,23,36.89666667,-76.20166667,STAND
KORF,24,36.89666667,-76.20333333,STAND
KORF,25,36.89666667,-76.20166667,STAND
KORF,26,36.89666667,-76.20333333,STAND
KORF,27,36.89666667,-76.20166667,STAND
KORF,28,36.89666667,-76.20166667,STAND
KORF,29,36.89666667,-76.20166667,STAND
KORF,3,36.90000000,-76.20333333,STAND
KORF,30,36.89666667,-76.20166667,STAND
KORF,4,36.89833333,-76.20333333,STAND
KORF,5,36.89833333,-76.20166667,STAND
KORF,6,36.89833333,-76.20166667,STAND
KORF,7,36.89833333,-76.20166667,STAND
KORF,8,36.89833333,-76.20166667,STAND
KORF,9,36.89833333,-76.20166667,STAND
KPAE,101,47.90398333,-122.28124444,STAND
KPAE,103,47.91898333,-122.28124444,STAND
KPAE,105,47.91731667,-122.28124444,STAND
KPAE,PA109,47.91315000,-122.27791111,STAND
KPBI,12,26.68700833,-80.08643056,STAND
KPBI,14,26.68867500,-80.08643056,STAND
KPBI,15,26.68867500,-80.08643056,STAND
KPBI,16,26.68867500,-80.08476389,STAND
KPBI,17,26.68867500,-80.08476389,STAND
KPBI,C1,26.68700833,-80.08976389,STAND
KPBI,C2,26.68700833,-80.08976389,STAND
KPBI,C3,26.68700833,-80.08976389,STAND
KPBI,C4,26.68700833,-80.08976389,STAND
KPBI,C5,26.68534167,-80.08976389,STAND
KPBI,C7,26.68534167,-80.08976389,STAND
KPDX,D10,45.59150556,-122.59620556,STAND
KPDX,D11,45.59150556,-122.59620556,STAND
KPDX,D12,45.59150556,-122.59621389,STAND
KPDX,D14,45.59150556,-122.59620556,STAND
KPDX,D15,45.59150556,-122.59620556,STAND
KPDX,D2,45.59000000,-122.59333333,STAND
KPDX,D3,45.58983889,-122.59453889,STAND
KPDX,D6,45.58983889,-122.59453889,STAND
KPDX,D7,45.58983889,-122.59453889,STAND
KPDX,D8,45.59150556,-122.59453889,STAND
KPDX,D9,45.59150556,-122.59453889,STAND
KPHL,A10,39.87333333,-75.24666667,STAND
KPHL,A11,39.87333333,-75.24666667,STAND
KPHL,A12,39.87333333,-75.24666667,STAND
KPHL,A13,39.87333333,-75.24666667,STAND
KPHL,A14,39.87500000,-75.24833333,STAND
KPHL,A15,39.87500000,-75.25000000,STAND
KPHL,A16,39.87500000,-75.25000000,STAND
KPHL,A17,39.87500000,-75.25000000,STAND
KPHL,A18,39.87333333,-75.25166667,STAND
KPHL,A19,39.87333333,-75.25166667,STAND
KPHL,A2,39.87500000,-75.24666667,STAND
KPHL,A20,39.87333333,-75.25166667,STAND
KPHL,A21,39.87333333,-75.25166667,STAND
KPHL,A22,39.87333333,-75.25166667,STAND
KPHL,A23,39.87166667,-75.25166667,STAND
KPHL,A24,39.87166667,-75.25333333,STAND
KPHL,A25,39.87166667,-75.25166667,STAND
KPHL,A26,39.87166667,-75.25333333,STAND
KPHL,A3,39.87500000,-75.24666667,STAND
KPHL,A4,39.87333333,-75.24666667,STAND
KPHL,A6,39.87333333,-75.24666667,STAND
KPHL,A7,39.87500000,-75.24666667,STAND
KPHL,A8,39.87333333,-75.24833333,STAND
KPHL,A9,39.87500000,-75.24666667,STAND
KPHL,B1,39.87500000,-75.24166667,STAND
KPHL,B10,39.87333333,-75.24333333,STAND
KPHL,B11,39.87333333,-75.24333333,STAND
KPHL,B13,39.87333333,-75.24333333,STAND
KPHL,B14,39.87333333,-75.24500000,STAND
KPHL,B15,39.87333333,-75.24500000,STAND
KPHL,B16,39.87333333,-75.24500000,STAND
KPHL,B2,39.87500000,-75.24333333,STAND
KPHL,B3,39.87500000,-75.24333333,STAND
KPHL,B4,39.87500000,-75.24333333,STAND
KPHL,B5,39.87500000,-75.24333333,STAND
KPHL,B6,39.87500000,-75.24333333,STAND
KPHL,B7,39.87333333,-75.24333333,STAND
KPHL,B8,39.87333333,-75.24333333,STAND
KPHL,B9,39.87333333,-75.24333333,STAND
KPHL,C17,39.87500000,-75.24166667,STAND
KPHL,C18,39.87500000,-75.24166667,STAND
KPHL,C19,39.87500000,-75.24166667,STAND
KPHL,C20,39.87500000,-75.24166667,STAND
KPHL,C21,39.87500000,-75.24166667,STAND
KPHL,C22,39.87500000,-75.24166667,STAND
KPHL,C23,39.87500000,-75.24166667,STAND
KPHL,C24,39.87500000,-75.24166667,STAND
KPHL,C25,39.87500000,-75.24000000,STAND
KPHL,C26,39.87500000,-75.24166667,STAND
KPHL,C27,39.87500000,-75.24000000,STAND
KPHL,C28,39.87500000,-75.24166667,STAND
KPHL,C29,39.87500000,-75.24000000,STAND
KPHL,C30,39.87500000,-75.24166667,STAND
KPHL,C31,39.87500000,-75.24000000,STAND
KPHL,D1,39.87666667,-75.24000000,STAND
KPHL,D10,39.87500000,-75.23833333,STAND
KPHL,D11,39.87500000,-75.23833333,STAND
KPHL,D12,39.87500000,-75.23833333,STAND
KPHL,D13,39.87500000,-75.23833333,STAND
KPHL,D14,39.87500000,-75.23833333,STAND
KPHL,D15,39.87500000,-75.23833333,STAND
KPHL,D16,39.87500000,-75.23833333,STAND
KPHL,D2,39.87666667,-75.24000000,STAND
KPHL,D3,39.87666667,-75.24000000,STAND
KPHL,D4,39.87666667,-75.24000000,STAND
KPHL,D5,39.87666667,-75.23833333,STAND
KPHL,D6,39.87666667,-75.23833333,STAND
KPHL,D7,39.87500000,-75.23833333,STAND
KPHL,D8,39.87500000,-75.23833333,STAND
KPHL,D9,39.87500000,-75.23833333,STAND
KPHL,E1,39.87833333,-75.23833333,STAND
KPHL,E10,39.87833333,-75.23666667,STAND
KPHL,E11,39.87833333,-75.23666667,STAND
KPHL,E12,39.87666667,-75.23666667,STAND
KPHL,E13,39.87833333,-75.23666667,STAND
KPHL,E14,39.87666667,-75.23666667,STAND
KPHL,E15,39.87833333,-75.23666667,STAND
KPHL,E16,39.87666667,-75.23666667,STAND
KPHL,E17,39.87833333,-75.23666667,STAND
KPHL,E2,39.87833333,-75.23833333,STAND
KPHL,E3,39.87833333,-75.23833333,STAND
KPHL,E4,39.87833333,-75.23833333,STAND
KPHL,E5,39.87833333,-75.23833333,STAND
KPHL,E6,39.87833333,-75.23833333,STAND
KPHL,E7,39.87833333,-75.23666667,STAND
KPHL,E8,39.87833333,-75.23666667,STAND
KPHL,E9,39.87833333,-75.23666667,STAND
KPHL,F1,39.88000000,-75.24000000,STAND
KPHL,F11,39.88000000,-75.23666667,STAND
KPHL,F12,39.88000000,-75.23666667,STAND
KPHL,F13,39.88000000,-75.23666667,STAND
KPHL,F14,39.88000000,-75.23666667,STAND
KPHL,F15,39.88000000,-75.23666667,STAND
KPHL,F16,39.88000000,-75.23500000,STAND
KPHL,F17,39.88000000,-75.23500000,STAND
KPHL,F18,39.88000000,-75.23500000,STAND
KPHL,F19,39.88000000,-75.23500000,STAND
KPHL,F2,39.88000000,-75.24000000,STAND
KPHL,F20,39.88000000,-75.23500000,STAND
KPHL,F21,39.88000000,-75.23500000,STAND
KPHL,F22,39.88000000,-75.23500000,STAND
KPHL,F23,39.88000000,-75.23500000,STAND
KPHL,F24,39.88000000,-75.23666667,STAND
KPHL,F25,39.88000000,-75.23666667,STAND
KPHL,F26,39.88166667,-75.23666667,STAND
KPHL,F27,39.88166667,-75.23666667,STAND
KPHL,F28,39.88166667,-75.23666667,STAND
KPHL,F29,39.88166667,-75.23666667,STAND
KPHL,F3,39.88000000,-75.23833333,STAND
KPHL,F30,39.88166667,-75.23666667,STAND
KPHL,F31,39.88166667,-75.23666667,STAND
KPHL,F32,39.88166667,-75.23666667,STAND
KPHL,F33,39.88166667,-75.23666667,STAND
KPHL,F34,39.88166667,-75.23666667,STAND
KPHL,F35,39.88166667,-75.23666667,STAND
KPHL,F36,39.88166667,-75.23666667,STAND
KPHL,F37,39.88166667,-75.23666667,STAND
KPHL,F38,39.88166667,-75.23666667,STAND
KPHL,F39,39.88166667,-75.23666667,STAND
KPHL,F4,39.88000000,-75.23833333,STAND
KPHL,F5,39.88000000,-75.23833333,STAND
KPHL,F6,39.88000000,-75.23833333,STAND
KPHL,F7,39.88000000,-75.23833333,STAND
KPHL,F8,39.88000000,-75.23833333,STAND
KPHL,F9,39.88000000,-75.23833333,STAND
KPHX,1,33.43500000,-112.01333333,STAND
KPHX,10,33.43333333,-112.01500000,STAND
KPHX,11,33.43333333,-112.01333333,STAND
KPHX,12,33.43333333,-112.01500000,STAND
KPHX,13,33.43333333,-112.01500000,STAND
KPHX,15,33.43666667,-112.00833333,STAND
KPHX,16,33.43666667,-112.00833333,STAND
KPHX,17,33.43666667,-112.00833333,STAND
KPHX,18,33.43666667,-112.00833333,STAND
KPHX,19,33.43666667,-112.00833333,STAND
KPHX,1A,33.43500000,-112.01333333,STAND
KPHX,2,33.43500000,-112.00833333,STAND
KPHX,20,33.43666667,-112.00833333,STAND
KPHX,23,33.43833333,-112.00833333,STAND
KPHX,24,33.43833333,-112.00833333,STAND
KPHX,25,33.43833333,-112.00833333,STAND
KPHX,26,33.43833333,-112.00833333,STAND
KPHX,3,33.43500000,-112.01333333,STAND
KPHX,4,33.43500000,-112.01333333,STAND
KPHX,5,33.43333333,-112.01333333,STAND
KPHX,6,33.43333333,-112.00833333,STAND
KPHX,6A,33.43500000,-112.01166667,STAND
KPHX,6B,33.43333333,-112.01166667,STAND
KPHX,7,33.43333333,-112.01333333,STAND
KPHX,8,33.43333333,-112.01166667,STAND
KPHX,9,33.43333333,-112.01333333,STAND
KPHX,A1,33.43666667,-111.99833333,STAND
KPHX,A10,33.43666667,-111.99833333,STAND
KPHX,A11,33.43833333,-111.99833333,STAND
KPHX,A12,33.43833333,-111.99833333,STAND
KPHX,A13,33.43833333,-111.99833333,STAND
KPHX,A14,33.43833333,-111.99833333,STAND
KPHX,A17,33.43666667,-112.00000000,STAND
KPHX,A18,33.43666667,-112.00000000,STAND
KPHX,A19,33.43666667,-112.00000000,STAND
KPHX,A2,33.43666667,-111.99833333,STAND
KPHX,A20,33.43666667,-112.00000000,STAND
KPHX,A21,33.43666667,-112.00000000,STAND
KPHX,A22,33.43666667,-112.00000000,STAND
KPHX,A23,33.43666667,-112.00000000,STAND
KPHX,A24,33.43666667,-112.00000000,STAND
KPHX,A25,33.43666667,-112.00000000,STAND
KPHX,A26,33.43666667,-112.00000000,STAND
KPHX,A27,33.43833333,-112.00166667,STAND
KPHX,A28,33.43833333,-112.00166667,STAND
KPHX,A29,33.43833333,-112.00166667,STAND
KPHX,A3,33.43666667,-111.99833333,STAND
KPHX,A30,33.43833333,-112.00166667,STAND
KPHX,A4,33.43666667,-111.99833333,STAND
KPHX,A5,33.43666667,-111.99833333,STAND
KPHX,A6,33.43666667,-111.99833333,STAND
KPHX,A7,33.43666667,-111.99833333,STAND
KPHX,A8,33.43666667,-111.99833333,STAND
KPHX,A9,33.43666667,-111.99833333,STAND
KPHX,B1,33.43666667,-111.99666667,STAND
KPHX,B10,33.43666667,-111.99666667,STAND
KPHX,B11,33.43833333,-111.99666667,STAND
KPHX,B12,33.43833333,-111.99666667,STAND
KPHX,B13,33.43833333,-111.99666667,STAND
KPHX,B14,33.43833333,-111.99666667,STAND
KPHX,B17,33.43666667,-111.99333333,STAND
KPHX,B18,33.43666667,-111.99500000,STAND
KPHX,B19,33.43666667,-111.99333333,STAND
KPHX,B2,33.43666667,-111.99666667,STAND
KPHX,B20,33.43666667,-111.99500000,STAND
KPHX,B21,33.43666667,-111.99333333,STAND
KPHX,B22,33.43666667,-111.99500000,STAND
KPHX,B23,33.43666667,-111.99333333,STAND
KPHX,B24,33.43666667,-111.99500000,STAND
KPHX,B25,33.43833333,-111.99333333,STAND
KPHX,B26,33.43833333,-111.99500000,STAND
KPHX,B27,33.43833333,-111.99333333,STAND
KPHX,B28,33.43833333,-111.99500000,STAND
KPHX,B3,33.43666667,-111.99666667,STAND
KPHX,B4,33.43666667,-111.99666667,STAND
KPHX,B5,33.43666667,-111.99666667,STAND
KPHX,B6,33.43666667,-111.99666667,STAND
KPHX,B7,33.43666667,-111.99666667,STAND
KPHX,B8,33.43666667,-111.99666667,STAND
KPHX,B9,33.43666667,-111.99666667,STAND
KPHX,C1,33.43500000,-111.99666667,STAND
KPHX,C11,33.43500000,-111.99500000,STAND
KPHX,C12,33.43500000,-111.99333333,STAND
KPHX,C13,33.43500000,-111.99500000,STAND
KPHX,C14,33.43333333,-111.99333333,STAND
KPHX,C15,33.43333333,-111.99500000,STAND
KPHX,C16,33.43333333,-111.99333333,STAND
KPHX,C18,33.43333333,-111.99333333,STAND
KPHX,C19,33.43333333,-111.99500000,STAND
KPHX,C2,33.43500000,-111.99666667,STAND
KPHX,C3,33.43500000,-111.99666667,STAND
KPHX,C4,33.43333333,-111.99666667,STAND
KPHX,C5,33.43333333,-111.99666667,STAND
KPHX,C6,33.43333333,-111.99666667,STAND
KPHX,C8,33.43333333,-111.99666667,STAND
KPHX,C9,33.43333333,-111.99666667,STAND
KPIT,45,40.49673333,-80.21978056,STAND
KPIT,49,40.49673333,-80.22311389,STAND
KPIT,76,40.49666667,-80.24666667,STAND
KPIT,78,40.49666667,-80.24666667,STAND
KPIT,80,40.49666667,-80.24666667,STAND
KPIT,C51,40.49444444,-80.26416667,STAND
KPIT,C52,40.49527778,-80.24777778,STAND
KPIT,C53,40.49416667,-80.24777778,STAND
KPIT,C54,40.49500000,-80.24833333,STAND
KPIT,C55,40.49388889,-80.24833333,STAND
KPIT,C56,40.49444444,-80.24861111,STAND
KPIT,C57,40.49361111,-80.24861111,STAND
KPIT,C58,40.49416667,-80.24916667,STAND
KPIT,C59,40.49333333,-80.24916667,STAND
KPIT,C60,40.49388889,-80.24944444,STAND
KPIT,C61,40.49361111,-80.24972222,STAND
KPIT,PAX,40.49673333,-80.21978056,STAND
KPNS,1,30.47500000,-87.19333333,STAND
KPNS,2,30.47500000,-87.19333333,STAND
KPNS,3,30.47500000,-87.19333333,STAND
KPNS,4,30.47500000,-87.19333333,STAND
KPNS,5,30.47500000,-87.19166667,STAND
KPNS,6,30.47500000,-87.19166667,STAND
KPVD,1,41.72465556,-71.43657500,STAND
KPVD,10,41.72607222,-71.43451944,STAND
KPVD,11,41.72637222,-71.43410556,STAND
KPVD,12,41.72669167,-71.43395556,STAND
KPVD,14,41.72695000,-71.43372500,STAND
KPVD,15,41.72721111,-71.43455556,STAND
KPVD,16,41.72745556,-71.43336111,STAND
KPVD,17,41.72765833,-71.43416111,STAND
KPVD,18,41.72770833,-71.43321111,STAND
KPVD,19,41.72792778,-71.43392222,STAND
KPVD,2,41.72408056,-71.43659444,STAND
KPVD,20,41.72666667,-71.43500000,STAND
KPVD,21,41.72817778,-71.43357500,STAND
KPVD,22,41.72806667,-71.43321944,STAND
KPVD,3,41.72404722,-71.43626111,STAND
KPVD,4,41.72421944,-71.43590278,STAND
KPVD,5,41.72443611,-71.43577222,STAND
KPVD,6,41.72476111,-71.43558889,STAND
KPVD,7,41.72515000,-71.43537500,STAND
KPVD,8,41.72538056,-71.43505556,STAND
KPVD,9,41.72583889,-71.43460556,STAND
KPWM,4,43.64674722,-70.30949167,STAND
KPWM,5,43.64841389,-70.31115833,STAND
KPWM,6,43.64841389,-70.31115833,STAND
KPWM,7,43.64674722,-70.31115833,STAND
KPWM,8,43.64674722,-70.31115833,STAND
KRDU,1,35.87833333,-78.79333333,STAND
KRDU,10,35.87833333,-78.79333333,STAND
KRDU,11,35.87833333,-78.79333333,STAND
KRDU,12,35.87833333,-78.79333333,STAND
KRDU,13,35.87833333,-78.79333333,STAND
KRDU,14,35.87666667,-78.79500000,STAND
KRDU,15,35.87666667,-78.79500000,STAND
KRDU,16,35.87666667,-78.79500000,STAND
KRDU,17,35.87666667,-78.79500000,STAND
KRDU,18,35.87666667,-78.79500000,STAND
KRDU,19,35.87666667,-78.79666667,STAND
KRDU,2,35.87833333,-78.79333333,STAND
KRDU,20,35.87500000,-78.79666667,STAND
KRDU,21,35.87500000,-78.79666667,STAND
KRDU,22,35.87500000,-78.79666667,STAND
KRDU,23,35.87500000,-78.79666667,STAND
KRDU,24,35.87500000,-78.79666667,STAND
KRDU,25,35.87500000,-78.79666667,STAND
KRDU,26,35.87500000,-78.79666667,STAND
KRDU,3,35.87833333,-78.79166667,STAND
KRDU,4,35.87833333,-78.79166667,STAND
KRDU,5,35.87833333,-78.79166667,STAND
KRDU,6,35.87833333,-78.79333333,STAND
KRDU,7,35.87833333,-78.79166667,STAND
KRDU,8,35.87833333,-78.79333333,STAND
KRDU,9,35.87833333,-78.79333333,STAND
KRDU,A10,35.87333333,-78.79166667,STAND
KRDU,A11,35.87333333,-78.79000000,STAND
KRDU,A12,35.87333333,-78.79000000,STAND
KRDU,A14,35.87333333,-78.79000000,STAND
KRDU,A15,35.87333333,-78.79000000,STAND
KRDU,A16,35.87333333,-78.79000000,STAND
KRDU,A17,35.87500000,-78.79000000,STAND
KRDU,A18,35.87500000,-78.78833333,STAND
KRDU,A19,35.87500000,-78.78833333,STAND
KRDU,A20,35.87500000,-78.78833333,STAND
KRDU,A21,35.87500000,-78.78833333,STAND
KRDU,A22,35.87500000,-78.78833333,STAND
KRDU,A23,35.87500000,-78.78833333,STAND
KRDU,A24,35.87500000,-78.78666667,STAND
KRDU,A25,35.87500000,-78.78666667,STAND
KRDU,A26,35.87500000,-78.78666667,STAND
KRDU,A27,35.87666667,-78.78666667,STAND
KRDU,A28,35.87666667,-78.78666667,STAND
KRDU,A5,35.87166667,-78.79333333,STAND
KRDU,A6,35.87166667,-78.79166667,STAND
KRDU,A7,35.87166667,-78.79166667,STAND
KRDU,A8,35.87166667,-78.79166667,STAND
KRDU,A9,35.87166667,-78.79166667,STAND
KRFD,1,42.20165833,-89.09452222,STAND
KRFD,2,42.20150278,-89.09470000,STAND
KRFD,3,42.20125278,-89.09520833,STAND
KRFD,4,42.20110278,-89.09590833,STAND
KRFD,INTL,42.20049722,-89.09868611,STAND
KRIC,1,37.50833333,-77.33166667,STAND
KRIC,1A,37.50833333,-77.33166667,STAND
KRIC,2,37.50833333,-77.33166667,STAND
KRIC,20,37.50666667,-77.33166667,STAND
KRIC,20A,37.50666667,-77.33166667,STAND
KRIC,21,37.50666667,-77.33166667,STAND
KRIC,21A,37.50666667,-77.33166667,STAND
KRIC,22,37.50666667,-77.33166667,STAND
KRIC,22A,37.50666667,-77.33166667,STAND
KRIC,23,37.50666667,-77.33166667,STAND
KRIC,23A,37.50666667,-77.33166667,STAND
KRIC,24,37.50666667,-77.33166667,STAND
KRIC,25,37.50666667,-77.33166667,STAND
KRIC,2A,37.50833333,-77.33166667,STAND
KRIC,2B,37.50833333,-77.33166667,STAND
KRIC,3,37.50833333,-77.33166667,STAND
KRIC,3A,37.50833333,-77.33166667,STAND
KRIC,4,37.50833333,-77.33166667,STAND
KRIC,4A,37.50833333,-77.33166667,STAND
KRIC,5,37.50833333,-77.33166667,STAND
KRIC,5A,37.50833333,-77.33166667,STAND
KRIC,6,37.50833333,-77.33166667,STAND
KRIC,6A,37.50833333,-77.33166667,STAND
KRIC,7,37.50833333,-77.33166667,STAND
KRIC,7A,37.50833333,-77.33166667,STAND
