"ident","type","name","latitude_deg","longitude_deg","iso_country"
"FLND","medium_airport","Peter Zuze Air Force Base","-12.997222","28.663889","ZM"
"FLSK","large_airport","Simon Mwansa Kapwepwe International","-12.96513","28.515624","ZM"
"FLSO","medium_airport","Southdowns","-12.9005","28.1499","ZM"
"FMCH","large_airport","Prince Said Ibrahim International","-11.5337","43.2719","KM"
"FMCI","medium_airport","Mohéli Bandar Es Eslam","-12.298096","43.766496","KM"
"FMCV","medium_airport","Ouani","-12.131047","44.430044","KM"
"FMCZ","large_airport","Dzaoudzi Pamandzi International","-12.809319","45.281815","YT"
"FMEE","large_airport","Roland Garros","-20.890087","55.518894","RE"
"FMEP","large_airport","Saint-Pierre Pierrefonds","-21.319362","55.422506","RE"
"FMMI","large_airport","Ivato International","-18.7969","47.478802","MG"
"FMMN","medium_airport","Miandrivazo","-19.562799","45.450802","MG"
"FMMS","medium_airport","Sainte Marie","-17.093901","49.8158","MG"
"FMMT","large_airport","Toamasina Ambalamanasy","-18.113537","49.392262","MG"
"FMMV","medium_airport","Morondava","-20.2847","44.3176","MG"
"FMNA","medium_airport","Arrachart","-12.3494","49.291698","MG"
"FMNC","medium_airport","Mananara Nord","-16.1639","49.7738","MG"
"FMND","medium_airport","Andapa","-14.65170002","49.62060165","MG"
"FMNH","medium_airport","Antsirabe","-14.9994","50.320202","MG"
"FMNL","medium_airport","Analalava","-14.629514","47.763555","MG"
"FMNM","large_airport","Amborovy","-15.666842","46.351233","MG"
"FMNN","large_airport","Nosy Be International","-13.3121","48.3148","MG"
"FMNQ","medium_airport","Besalampy","-16.74453","44.482484","MG"
"FMNR","medium_airport","Maroantsetra","-15.437742","49.689081","MG"
"FMNS","medium_airport","Sambava","-14.2786","50.174702","MG"
"FMNV","medium_airport","Vohemar","-13.3758","50.0028","MG"
"FMNW","medium_airport","Ambalabe","-14.8988","47.9939","MG"
"FMSD","medium_airport","Tôlanaro","-25.038099","46.9561","MG"
"FMSF","medium_airport","Fianarantsoa","-21.441601","47.111698","MG"
"FMSK","medium_airport","Manakara","-22.119699","48.021702","MG"
"FMSM","medium_airport","Mananjary","-21.201799","48.358299","MG"
"FMSR","medium_airport","Morombe","-21.753837","43.374753","MG"
"FMST","medium_airport","Toliara","-23.3834","43.7285","MG"
"FNBC","medium_airport","Mbanza Congo","-6.269899845","14.24699974","AO"
"FNBG","medium_airport","Benguela","-12.609","13.4037","AO"
"FNBJ","large_airport","Dr. Antonio Agostinho Neto International","-9.050734","13.499078","AO"
"FNCA","medium_airport","Cabinda","-5.59839","12.188145","AO"
"FNCT","medium_airport","Catumbela","-12.4792","13.4869","AO"
"FNDU","medium_airport","Dundo","-7.400889874","20.81850052","AO"
"FNGI","medium_airport","Ngjiva Pereira","-17.0435009","15.68379974","AO"
"FNHU","medium_airport","Albano Machado","-12.8089","15.7605","AO"
"FNKU","medium_airport","Kuito","-12.40460014","16.94739914","AO"
"FNLU","large_airport","Quatro de Fevereiro International","-8.85837","13.2312","AO"
"FNMA","medium_airport","Malanje","-9.525090218","16.31240082","AO"
"FNME","medium_airport","Menongue","-14.6576004","17.71980095","AO"
"FNMO","medium_airport","Welwitschia Mirabilis International","-15.2612","12.1468","AO"
"FNNG","medium_airport","Negage","-7.754509926","15.2876997","AO"
"FNPA","medium_airport","Porto Amboim","-10.722","13.7655","AO"
"FNSA","medium_airport","Saurimo","-9.68907","20.4319","AO"
"FNSO","medium_airport","Soyo","-6.141089916","12.37180042","AO"
"FNSU","medium_airport","Sumbe","-11.1679","13.8475","AO"
"FNUB","medium_airport","Lubango Mukanka International","-14.924839","13.576653","AO"
"FNUE","medium_airport","Luena","-11.7681","19.897699","AO"
"FNUG","medium_airport","Uige","-7.60307","15.0278","AO"
"FNXA","medium_airport","Xangongo","-16.7553997","14.96529961","AO"
"FOGK","medium_airport","Koulamoutou Mabimbi","-1.18461","12.4413","GA"
"FOGM","medium_airport","Mouilla Ville","-1.84514","11.0567","GA"
"FOGO","medium_airport","Oyem","1.543110013","11.58139992","GA"
"FOGQ","medium_airport","Okondja","-0.665214","13.6731","GA"
"FOGR","medium_airport","Lambarene","-0.704389","10.2457","GA"
"FOOB","medium_airport","Bitam","2.07564","11.4932","GA"
"FOOG","large_airport","Port Gentil International","-0.711739","8.75438","GA"
"FOOH","medium_airport","Omboue Hospital","-1.57473","9.26269","GA"
"FOOK","medium_airport","Makokou","0.579210997","12.89089966","GA"
"FOOL","large_airport","Libreville Leon M'ba International","0.458951","9.41214","GA"
"FOON","large_airport","M'Vengue El Hadj Omar Bongo Ondimba International","-1.65616","13.438","GA"
"FPPR","medium_airport","Principe","1.661155","7.411081","ST"
"FPST","large_airport","São Tomé International","0.378175","6.71215","ST"
"FQBR","large_airport","Beira International","-19.7964","34.9076","MZ"
"FQCH","medium_airport","Chimoio","-19.15130043","33.42900085","MZ"
"FQIN","medium_airport","Inhambane","-23.8764","35.408501","MZ"
"FQLC","medium_airport","Lichinga","-13.274","35.2663","MZ"
"FQMA","large_airport","Maputo","-25.920799","32.572601","MZ"
"FQMD","medium_airport","Mueda","-11.6729","39.563099","MZ"
"FQMP","medium_airport","Mocímboa da Praia","-11.3618","40.3549","MZ"
"FQNC","medium_airport","Nacala International","-14.4882","40.7122","MZ"
"FQNP","large_airport","Nampula","-15.1056","39.281799","MZ"
"FQPB","medium_airport","Pemba","-12.993302","40.524867","MZ"
"FQQL","medium_airport","Quelimane","-17.85549927","36.86909866","MZ"
"FQTT","large_airport","Tete","-16.104799","33.640202","MZ"
"FQVL","medium_airport","Vilankulo","-22.01840019","35.31330109","MZ"
"FSIA","large_airport","Seychelles International","-4.67434","55.521801","SC"
"FSPP","medium_airport","Praslin Island","-4.319256","55.691561","SC"
"FTFY","medium_airport","Ouadi Doum Air Base","18.52793","20.188644","TD"
"FTTC","medium_airport","Abeche","13.847","20.844299","TD"
"FTTD","medium_airport","Moundou","8.628503","16.074241","TD"
"FTTJ","large_airport","N'Djamena International","12.1337","15.034","TD"
"FTTY","medium_airport","Faya-Largeau","17.917101","19.111099","TD"
"FVBU","large_airport","Joshua Mqabuko Nkomo International","-20.016284","28.622897","ZW"
"FVCZ","medium_airport","Buffalo Range","-21.008101","31.5786","ZW"
"FVFA","large_airport","Victoria Falls International","-18.097437","25.836867","ZW"
"FVHA","large_airport","Robert Gabriel Mugabe International","-17.931801","31.0928","ZW"
"FVKB","medium_airport","Kariba","-16.5198","28.885","ZW"
"FVMT","medium_airport","Mutoko","-17.4319","32.184502","ZW"
"FVMV","medium_airport","Masvingo International","-20.0553","30.8591","ZW"
"FVTL","medium_airport","Josiah Tungamirai Air Force Base","-19.436718","29.861945","ZW"
"FVWN","medium_airport","Hwange National Park","-18.6299","27.021","ZW"
"FWCL","large_airport","Chileka International","-15.677189","34.972319","MW"
"FWDW","medium_airport","Dwangwa","-12.517527","34.131877","MW"
"FWKA","medium_airport","Karonga","-9.953571","33.893264","MW"
"FWKI","large_airport","Kamuzu International","-13.7894","33.780998","MW"
"FWUU","medium_airport","Mzuzu","-11.4447","34.011799","MW"
"FXMM","large_airport","Moshoeshoe I International","-29.456277","27.554456","LS"
"FYAR","medium_airport","Arandis","-22.461875","14.979322","NA"
"FYGF","medium_airport","Grootfontein","-19.6022","18.1227","NA"
"FYKM","medium_airport","Katima Mulilo","-17.634258","24.176688","NA"
"FYKT","medium_airport","Keetmanshoop","-26.539801","18.111401","NA"
"FYLZ","medium_airport","Luderitz","-26.68740082","15.24289989","NA"
"FYML","medium_airport","Mariental","-24.6054","17.9254","NA"
"FYOA","medium_airport","Ondangwa","-17.878201","15.9526","NA"
"FYOG","medium_airport","Oranjemund","-28.585318","16.44638","NA"
"FYRU","medium_airport","Rundu","-17.956499","19.7194","NA"
"FYTF","medium_airport","Twyfelfontein","-20.54424","14.35879","NA"
"FYTM","medium_airport","Tsumeb","-19.262079","17.732509","NA"
"FYWB","large_airport","Walvis Bay International","-22.979332","14.647102","NA"
"FYWE","medium_airport","Eros","-22.60492","17.079002","NA"
"FYWH","large_airport","Hosea Kutako International","-22.4799","17.4709","NA"
"FZAA","large_airport","Ndjili International","-4.38575","15.4446","CD"
"FZAB","medium_airport","Ndolo","-4.326660156","15.32750034","CD"
"FZBO","medium_airport","Bandundu","-3.31132","17.381701","CD"
"FZCA","medium_airport","Kikwit","-5.03577","18.785601","CD"
"FZEA","medium_airport","Mbandaka","0.022600001","18.2887001","CD"
"FZFD","medium_airport","Gbadolite","4.252745","20.975271","CD"
"FZFK","medium_airport","Gemena","3.23537","19.771299","CD"
"FZGA","medium_airport","Lisala","2.17066","21.496901","CD"
"FZIC","large_airport","Bangoka International","0.481639","25.337999","CD"
"FZJH","medium_airport","Matari","2.82761","27.588301","CD"
"FZKA","medium_airport","Bunia","1.565743","30.220685","CD"
"FZKJ","medium_airport","Buta Zega","2.818058","24.793997","CD"
"FZMA","medium_airport","Bukavu Kavumu","-2.30898","28.8088","CD"
"FZNA","large_airport","Goma International","-1.666758","29.238037","CD"
"FZOA","medium_airport","Kindu","-2.919179916","25.91539955","CD"
"FZQA","large_airport","Lubumbashi International","-11.591494","27.530753","CD"
"FZQM","medium_airport","Kolwezi","-10.7659","25.505699","CD"
"FZRF","medium_airport","Kalemie","-5.87556","29.25","CD"
"FZSA","medium_airport","Kamina Air Base","-8.64202","25.252899","CD"
"FZUA","medium_airport","Kananga","-5.90005","22.4692","CD"
"FZWA","medium_airport","Mbuji Mayi","-6.121240139","23.56900024","CD"
"GABS","large_airport","Modibo Keita International","12.5335","-7.94994","ML"
"GAGO","medium_airport","Gao International","16.248466","-0.005389","ML"
"GAKY","medium_airport","Kayes Dag Dag","14.482521","-11.399335","ML"
"GAMB","medium_airport","Mopti","14.5128","-4.07956","ML"
"GATB","large_airport","Tombouktou","16.730499","-3.00758","ML"
"GBYD","large_airport","Banjul International","13.338","-16.652201","GM"
"GCFV","large_airport","Fuerteventura","28.4527","-13.8638","ES"
"GCHI","medium_airport","El Hierro","27.8148","-17.8871","ES"
"GCLA","medium_airport","La Palma","28.626499","-17.7556","ES"
"GCLP","large_airport","Gran Canaria","27.9319","-15.3866","ES"
"GCRR","large_airport","César Manrique-Lanzarote","28.945499","-13.6052","ES"
"GCTS","large_airport","Tenerife Sur","28.0445","-16.5725","ES"
"GCXO","large_airport","Tenerife Norte-Ciudad de La Laguna","28.482752","-16.341707","ES"
"GEML","medium_airport","Melilla","35.2798","-2.95626","ES"
"GFBO","medium_airport","Bo","7.9444","-11.761","SL"
"GFKE","medium_airport","Kenema","7.896364","-11.174126","SL"
"GFLL","large_airport","Lungi International","8.61644","-13.1955","SL"
"GFYE","medium_airport","Yengema","8.61047","-11.0454","SL"
"GGOV","large_airport","Osvaldo Vieira International","11.894262","-15.653596","GW"
"GLGE","medium_airport","Greenville/Sinoe","5.032124","-9.064236","LR"
"GLMR","medium_airport","Spriggs Payne","6.28906","-10.7587","LR"
"GLRB","large_airport","Roberts International","6.23379","-10.3623","LR"
"GMAD","large_airport","Al Massira","30.322478","-9.412003","MA"
"GMAT","medium_airport","Tan Tan","28.447563","-11.161749","MA"
"GMAZ","large_airport","Zagora","30.265788","-5.860808","MA"
"GMFB","medium_airport","Bouarfa","32.514306","-1.983056","MA"
"GMFF","large_airport","Fes Saïss International","33.927299","-4.97796","MA"
"GMFK","medium_airport","Moulay Ali Cherif","31.94750023","-4.398330212","MA"
"GMFM","medium_airport","Bassatine","33.879101","-5.51512","MA"
"GMFO","large_airport","Oujda Angads","34.789558","-1.926041","MA"
"GMMA","medium_airport","Smara","26.731987","-11.683655","EH"
"GMMD","large_airport","Beni Mellal","32.401895","-6.315905","MA"
"GMME","large_airport","Rabat-Salé","34.051498","-6.75152","MA"
"GMMH","large_airport","Dakhla","23.7183","-15.932","EH"
"GMMI","medium_airport","Essaouira-Mogador","31.397499","-9.68167","MA"
"GMML","large_airport","Laayoune Hassan I International","27.142467","-13.224947","EH"
"GMMN","large_airport","Mohammed V International","33.3675","-7.58997","MA"
"GMMW","large_airport","Nador Al Aaroui International","34.9888","-3.02821","MA"
"GMMX","large_airport","Marrakesh Menara","31.604807","-8.035788","MA"
"GMMY","medium_airport","Kenitra Air Base","34.298901","-6.59588","MA"
"GMMZ","large_airport","Ouarzazate International","30.9391","-6.90943","MA"
"GMTA","medium_airport","Cherif Al Idrissi","35.177101","-3.83952","MA"
"GMTN","large_airport","Sania Ramel","35.594299","-5.32002","MA"
"GMTT","large_airport","Tangier Ibn Battuta","35.731741","-5.921459","MA"
"GOBD","large_airport","Blaise Diagne International","14.670878","-17.072829","SN"
"GOGG","medium_airport","Ziguinchor","12.55559","-16.283298","SN"
"GOGS","medium_airport","Cap Skirring","12.39533","-16.748","SN"
"GOOK","medium_airport","Kaolack","14.14690018","-16.05130005","SN"
"GOOY","large_airport","Léopold Sédar Senghor International","14.742337","-17.479222","SN"
"GOSM","medium_airport","Ouro Sogui","15.5936","-13.3228","SN"
"GOSS","medium_airport","Saint Louis","16.049814","-16.461039","SN"
"GOTB","medium_airport","Bakel","14.84729958","-12.46829987","SN"
"GOTK","medium_airport","Kédougou","12.57229996","-12.22029972","SN"
"GOTT","medium_airport","Tambacounda","13.7368","-13.6531","SN"
"GQNO","large_airport","Nouakchott–Oumtounsy International","18.31","-15.969722","MR"
"GQPA","medium_airport","Atar International","20.505823","-13.043744","MR"
"GQPP","large_airport","Nouadhibou International","20.932404","-17.030199","MR"
"GQPZ","medium_airport","Tazadit","22.757345","-12.482228","MR"
"GUCY","large_airport","Ahmed Sékou Touré International","9.57689","-13.612","GN"
"GVAC","large_airport","Amílcar Cabral International","16.7414","-22.9494","CV"
"GVBA","large_airport","Aristides Pereira International","16.136499","-22.888901","CV"
"GVMA","medium_airport","Maio","15.1559","-23.21369934","CV"
"GVNP","large_airport","Nelson Mandela International","14.941126","-23.484728","CV"
"GVSN","medium_airport","Preguiça","16.588852","-24.284132","CV"
"GVSV","large_airport","Cesaria Evora International","16.833363","-25.055308","CV"
"HAAB","large_airport","Addis Ababa Bole International","8.97789","38.799301","ET"
"HAAM","medium_airport","Arba Minch","6.03939","37.5905","ET"
"HAAX","medium_airport","Axum","14.1468","38.7728","ET"
"HABD","medium_airport","Bahir Dar","11.6081","37.321602","ET"
"HADR","large_airport","Aba Tenna Dejazmach Yilma International","9.623549","41.855027","ET"
"HAGM","medium_airport","Gambela","8.12876","34.563099","ET"
"HAGN","medium_airport","Gondar","12.5199","37.433998","ET"
"HAGO","medium_airport","Gode","5.935130119","43.57860184","ET"
"HAHM","medium_airport","Harar Meda","8.7163","39.0059","ET"
"HAJJ","large_airport","Gerad Wilwal International","9.331907","42.911811","ET"
"HAJK","medium_airport","Jinka","5.749655","36.560165","ET"
"HAJM","medium_airport","Jimma","7.666090012","36.8166008","ET"
"HAKD","medium_airport","Kebri Dahar","6.732577","44.241339","ET"
"HALA","large_airport","Hawassa International","7.100611","38.396455","ET"
"HAMK","medium_airport","Mekele Alula Aba Nega","13.4674","39.533501","ET"
"HASO","medium_airport","Asosa","10.01850033","34.5862999","ET"
"HBBA","large_airport","Bujumbura Melchior Ndadaye International","-3.32402","29.318501","BI"
"HBBE","medium_airport","Gitega","-3.417209","29.911308","BI"
"HCMF","large_airport","Bender Qassim International","11.275235","49.139231","SO"
"HCMH","large_airport","Egal International","9.514082","44.083469","SO"
"HCMI","medium_airport","Berbera","10.385035","44.936723","SO"
"HCMK","medium_airport","Kismayo","-0.377353","42.459202","SO"
"HCMM","large_airport","Aden Adde International","2.01444","45.304699","SO"
"HDAM","large_airport","Djibouti-Ambouli","11.5473","43.1595","DJ"
"HEAL","large_airport","El Alamein International","30.924324","28.46161","EG"
"HEAR","large_airport","El Arish International","31.055324","33.827964","EG"
"HEAT","large_airport","Asyut International","27.045962","31.01276","EG"
"HEAZ","medium_airport","Almaza Air Force Base","30.091702","31.359739","EG"
"HEBA","large_airport","Alexandria International","30.93249","29.696437","EG"
"HEBL","medium_airport","Abu Simbel","22.375924","31.611734","EG"
"HEBS","medium_airport","Bani Sweif Air Base","29.20224","31.013471","EG"
"HECA","large_airport","Cairo International","30.111534","31.396694","EG"
"HECP","medium_airport","Capital International","30.06465","31.839974","EG"
"HECW","medium_airport","Cairo West Air Base","30.116431","30.915535","EG"
"HEGN","large_airport","Hurghada International","27.176776","33.796692","EG"
"HEGR","medium_airport","El Jora","31.078138","34.153131","EG"
"HEGS","medium_airport","Jiyanklis Air Base","30.819799","30.1912","EG"
"HEIS","medium_airport","Ismailia Air Base","30.597951","32.235689","EG"
"HELX","large_airport","Luxor International","25.671018","32.706446","EG"
"HEMA","large_airport","Marsa Alam International","25.555548","34.59245","EG"
"HEMM","large_airport","Mersa Matruh International","31.324313","27.22227","EG"
"HEPS","large_airport","Port Said International","31.279285","32.240582","EG"
"HESC","medium_airport","Saint Catherine International","28.684292","34.064409","EG"
"HESG","large_airport","Sohag International","26.342515","31.743017","EG"
"HESH","large_airport","Sharm El Sheikh International","27.977272","34.394717","EG"
"HESN","large_airport","Aswan International","23.961075","32.820382","EG"
"HESX","large_airport","Sphinx International","30.108179","30.895728","EG"
"HETB","medium_airport","Taba International","29.594496","34.775752","EG"
"HHAS","medium_airport","Asmara International","15.2919","38.910702","ER"
"HHMS","medium_airport","Massawa International","15.67","39.370098","ER"
"HHSB","medium_airport","Assab International","13.0718","42.645","ER"
"HJJJ","large_airport","Juba International","4.87201","31.601101","SS"
"HKAM","medium_airport","Amboseli","-2.644786","37.252922","KE"
"HKEL","large_airport","Eldoret International","0.404458","35.238899","KE"
"HKJK","large_airport","Jomo Kenyatta International","-1.318886","36.928233","KE"
"HKKI","large_airport","Kisumu International","-0.086139","34.728901","KE"
"HKKT","medium_airport","Kitale","0.971989","34.958599","KE"
"HKLK","medium_airport","Lokichogio","4.20412","34.348202","KE"
"HKLO","medium_airport","Lodwar","3.12197","35.6087","KE"
"HKLU","medium_airport","Manda","-2.252431","40.912892","KE"
"HKML","medium_airport","Malindi International","-3.22931","40.1017","KE"
"HKMO","large_airport","Moi International","-4.03483","39.5942","KE"
"HKMS","medium_airport","Mara Serena Lodge Airstrip","-1.404588","35.008349","KE"
"HKNK","medium_airport","Nakuru Lanet","-0.298419","36.159193","KE"
"HKNL","medium_airport","Nanyuki Civil","-0.062352","37.041296","KE"
"HKNW","medium_airport","Nairobi Wilson","-1.32172","36.8148","KE"
"HKNY","medium_airport","Laikipia Air Base","0.029024","37.025196","KE"
"HKRE","medium_airport","Moi Air Base","-1.27727","36.862301","KE"
"HKWJ","medium_airport","Wajir","1.73324","40.091599","KE"
"HLGD","large_airport","Sirt International / Ghardabiya Airbase","31.058578","16.597095","LY"
"HLGT","medium_airport","Ghat","25.14559937","10.14260006","LY"
"HLKF","medium_airport","Kufra","24.17869949","23.31399918","LY"
"HLLB","large_airport","Benina International","32.096802","20.269501","LY"
"HLLM","large_airport","Mitiga International","32.89177","13.287878","LY"
"HLLQ","large_airport","Al Abraq International","32.789036","21.954864","LY"
"HLLS","medium_airport","Sabha","26.992452","14.466162","LY"
"HLMB","medium_airport","Marsa al Brega","30.378099","19.576401","LY"
"HLTD","medium_airport","Ghadames","30.145484","9.702095","LY"
"HRYG","medium_airport","Gisenyi","-1.6772","29.2589","RW"
"HRYR","large_airport","Kigali International","-1.96863","30.1395","RW"
"HRZA","medium_airport","Kamembe","-2.462239981","28.90789986","RW"
"HSDN","medium_airport","Dongola","19.153666","30.430069","SD"
"HSFA","medium_airport","Paloich","10.529167","32.500556","SS"
"HSFS","medium_airport","El Fasher","13.61489964","25.32460022","SD"
"HSKA","medium_airport","Kassala","15.38749981","36.3288002","SD"
"HSMN","medium_airport","Merowe","18.443333","31.843333","SD"
"HSNN","medium_airport","Nyala","12.0535","24.9562","SD"
"HSOB","medium_airport","El-Obeid","13.1532","30.2327","SD"
"HSPN","large_airport","Port Sudan New International","19.434558","37.234125","SD"
"HSSG","medium_airport","Sabera Geneina","13.4774","22.53722","SD"
"HSSK","large_airport","Khartoum International","15.5895","32.5532","SD"
"HSSM","medium_airport","Malakal International","9.558739","31.651937","SS"
"HSWW","medium_airport","Wau","7.72583","27.975","SS"
"HTAR","medium_airport","Arusha","-3.367789984","36.63330078","TZ"
"HTDA","large_airport","Julius Nyerere International","-6.873499","39.207288","TZ"
"HTDO","medium_airport","Dodoma","-6.170559","35.756036","TZ"
"HTGW","medium_airport","Songwe","-8.919942","33.273981","TZ"
"HTIR","medium_airport","Iringa","-7.66863","35.752102","TZ"
"HTKJ","large_airport","Kilimanjaro International","-3.427049","37.07353","TZ"
"HTLM","medium_airport","Lake Manyara","-3.37631","35.818298","TZ"
"HTMT","medium_airport","Mtwara","-10.336204","40.181997","TZ"
"HTMW","large_airport","Mwanza International","-2.446563","32.936049","TZ"
"HTPE","medium_airport","Pemba","-5.25726","39.811401","TZ"
"HTTG","medium_airport","Tanga","-5.09236","39.071201","TZ"
"HTZA","large_airport","Abeid Amani Karume International","-6.22202","39.224899","TZ"
"HUAR","medium_airport","Arua","3.049152","30.911714","UG"
"HUEN","large_airport","Entebbe International","0.042386","32.443501","UG"
"HUGU","medium_airport","Gulu","2.805560112","32.27180099","UG"
"HUSO","medium_airport","Soroti","1.727689981","33.62279892","UG"
"KABE","medium_airport","Lehigh Valley International","40.651773","-75.442797","US"
"KABI","medium_airport","Abilene Regional","32.41130066","-99.68190002","US"
"KABQ","large_airport","Albuquerque International Sunport","35.039976","-106.608925","US"
"KABR","medium_airport","Aberdeen Regional","45.44910049","-98.42179871","US"
"KABY","medium_airport","Southwest Georgia Regional","31.532946","-84.196215","US"
"KACK","medium_airport","Nantucket Memorial","41.25310135","-70.06020355","US"
"KACT","medium_airport","Waco Regional","31.61129951","-97.23049927","US"
"KACV","medium_airport","California Redwood Coast-Humboldt County","40.978101","-124.109","US"
"KACY","medium_airport","Atlantic City International","39.456201","-74.577511","US"
"KADH","medium_airport","Ada Regional","34.805214","-96.671988","US"
"KADW","medium_airport","Joint Base Andrews","38.810799","-76.866997","US"
"KAEG","medium_airport","Double Eagle II","35.145199","-106.794998","US"
"KAEX","medium_airport","Alexandria International","31.325828","-92.546702","US"
"KAFW","medium_airport","Perot Field/Fort Worth Alliance","32.99044","-97.31947","US"
"KAGC","medium_airport","Allegheny County","40.354401","-79.930199","US"
"KAGS","medium_airport","Augusta Regional At Bush Field","33.3699","-81.9645","US"
"KAHN","medium_airport","Athens Ben Epps","33.948842","-83.325634","US"
"KAIA","medium_airport","Alliance Municipal","42.052543","-102.803965","US"
"KAKR","medium_airport","Akron Fulton International","41.037355","-81.46784","US"
"KALB","large_airport","Albany International","42.748299","-73.801697","US"
"KALI","medium_airport","Alice International","27.7409","-98.026901","US"
"KALM","medium_airport","Alamogordo White Sands Regional","32.837818","-105.993149","US"
"KALN","medium_airport","St Louis Regional","38.89030075","-90.04599762","US"
"KALO","medium_airport","Waterloo Regional","42.55709839","-92.40029907","US"
"KALS","medium_airport","San Luis Valley Regional/Bergman Field","37.434898","-105.866997","US"
"KALW","medium_airport","Walla Walla Regional","46.09489822","-118.288002","US"
"KAMA","medium_airport","Rick Husband Amarillo International","35.217857","-101.706444","US"
"KANB","medium_airport","Anniston Regional","33.5882","-85.8581","US"
"KAND","medium_airport","Anderson Regional","34.49459839","-82.70939636","US"
"KAOO","medium_airport","Altoona Blair County","40.296398","-78.32","US"
"KAPA","medium_airport","Centennial","39.57009888","-104.848999","US"
"KAPF","medium_airport","Naples Municipal","26.15259933","-81.77529907","US"
"KAPG","medium_airport","Phillips Army Air Field","39.466202","-76.1688","US"
"KAPN","medium_airport","Alpena County Regional","45.0780983","-83.56030273","US"
"KARA","medium_airport","Acadiana Regional","30.0378","-91.883904","US"
"KART","medium_airport","Watertown International","43.991901","-76.021698","US"
"KASE","medium_airport","Aspen-Pitkin County (Sardy Field)","39.223202","-106.869003","US"
"KAST","medium_airport","Astoria Regional","46.15800095","-123.8789978","US"
"KATL","large_airport","Hartsfield Jackson Atlanta International","33.6367","-84.428101","US"
"KATW","medium_airport","Appleton International","44.258515","-88.519","US"
"KATY","medium_airport","Watertown Regional","44.91400146","-97.15470123","US"
"KAUG","medium_airport","Augusta State","44.3205986","-69.79730225","US"
"KAUS","large_airport","Austin Bergstrom International","30.197535","-97.662015","US"
"KAUW","medium_airport","Wausau Downtown","44.92620087","-89.62660217","US"
"KAVL","medium_airport","Asheville Regional","35.435488","-82.541853","US"
"KAVP","medium_airport","Wilkes-Barre/Scranton International","41.337064","-75.724232","US"
"KAWO","medium_airport","Arlington Municipal","48.161448","-122.158442","US"
"KAXN","medium_airport","Chandler Field","45.866299","-95.394699","US"
"KAZO","medium_airport","Kalamazoo/Battle Creek International","42.232105","-85.549637","US"
"KBAB","medium_airport","Beale Air Force Base","39.136101","-121.436996","US"
"KBAD","medium_airport","Barksdale Air Force Base","32.501801","-93.662697","US"
"KBAF","medium_airport","Westfield-Barnes Regional","42.157799","-72.715599","US"
"KBAK","medium_airport","Columbus Municipal","39.262386","-85.895576","US"
"KBAZ","medium_airport","New Braunfels National","29.7045","-98.042198","US"
"KBBD","medium_airport","Curtis Field","31.178931","-99.324732","US"
"KBBG","medium_airport","Branson","36.532082","-93.200544","US"
"KBCE","medium_airport","Bryce Canyon","37.70640183","-112.1449966","US"
"KBCT","medium_airport","Boca Raton","26.3785","-80.107697","US"
"KBDE","medium_airport","Baudette International","48.728401","-94.612198","US"
"KBDL","large_airport","Bradley International","41.938555","-72.688016","US"
"KBDR","medium_airport","Igor I Sikorsky Memorial","41.163502","-73.126198","US"
"KBED","medium_airport","Laurence G Hanscom Field","42.470001","-71.289001","US"
"KBFD","medium_airport","Bradford Regional","41.80310059","-78.64009857","US"
"KBFF","medium_airport","Western Neb. Rgnl/William B. Heilig","41.87400055","-103.5960007","US"
"KBFI","medium_airport","King County International - Boeing Field","47.527042","-122.29995","US"
"KBFL","medium_airport","Meadows Field","35.433601","-119.056999","US"
"KBFM","medium_airport","Mobile Downtown","30.62680054","-88.06809998","US"
"KBGM","medium_airport","Greater Binghamton/Edwin A Link field","42.20869827","-75.97979736","US"
"KBGR","medium_airport","Bangor International","44.806364","-68.826668","US"
"KBHB","medium_airport","Hancock County-Bar Harbor","44.45000076","-68.3615036","US"
"KBHM","large_airport","Birmingham-Shuttlesworth International","33.562877","-86.750712","US"
"KBIF","medium_airport","Biggs Army Air Field (Fort Bliss)","31.84950066","-106.3799973","US"
"KBIH","medium_airport","Eastern Sierra Regional","37.3731","-118.363998","US"
"KBIL","medium_airport","Billings Logan International","45.808932","-108.541242","US"
"KBIS","medium_airport","Bismarck Municipal","46.772734","-100.746874","US"
"KBIX","medium_airport","Keesler Air Force Base","30.41040039","-88.92440033","US"
"KBJC","medium_airport","Rocky Mountain Metropolitan","39.908798","-105.116997","US"
"KBJI","medium_airport","Bemidji Regional","47.50939941","-94.93370056","US"
"KBKE","medium_airport","Baker City Municipal","44.83729935","-117.8089981","US"
"KBKF","medium_airport","Buckley Space Force Base","39.701698","-104.751999","US"
"KBKL","medium_airport","Burke Lakefront","41.51750183","-81.6832962","US"
"KBKW","medium_airport","Raleigh County Memorial","37.7873","-81.124199","US"
"KBLF","medium_airport","Mercer County","37.295799","-81.207703","US"
"KBLH","medium_airport","Blythe","33.61920166","-114.7170029","US"
"KBLI","medium_airport","Bellingham International","48.7928009","-122.538002","US"
"KBLV","medium_airport","Scott AFB/Midamerica","38.5452","-89.835197","US"
"KBMG","medium_airport","Monroe County","39.14599991","-86.61669922","US"
"KBMI","medium_airport","Central Illinois Regional at Bloomington-Normal","40.4771","-88.915901","US"
"KBNA","large_airport","Nashville International","36.1245","-86.6782","US"
"KBNO","medium_airport","Burns Municipal","43.590463","-118.955154","US"
